date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:37:59	22113/22113	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Jan%202013%2021:37:55%20GMT	http://conf.agile-france.org/formulaire-session	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/formulaire-session.html	(from http://conf.agile-france.org/)
22:38:00	5531/5531	---M--	200	added ('OK')	image/png	etag:%22129ed2e-159b-45e9387a84d00%22	http://conf.agile-france.org/images/session_submission_button.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/images/session_submission_button.png	(from http://conf.agile-france.org/)
22:38:02	13007/13007	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Jan%202013%2021:37:59%20GMT	http://conf.agile-france.org/user/register	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/register.html	(from http://conf.agile-france.org/temoignages)
22:38:04	11715/11715	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Jan%202013%2021:38:00%20GMT	http://conf.agile-france.org/user	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user.html	(from http://conf.agile-france.org/temoignages)
22:38:06	11265/11265	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Jan%202013%2021:38:02%20GMT	http://conf.agile-france.org/user/password	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/password.html	(from http://conf.agile-france.org/temoignages)
22:38:08	5715/5715	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:04%20GMT	http://conf.agile-france.org/user/images/xpfrance.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/xpfrance.63.delayed	(from http://conf.agile-france.org/temoignages)
22:38:09	5712/5712	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:06%20GMT	http://conf.agile-france.org/user/images/pyxis.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/pyxis.64.delayed	(from http://conf.agile-france.org/temoignages)
22:38:10	5713/5713	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:08%20GMT	http://conf.agile-france.org/user/images/zenika.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/zenika.65.delayed	(from http://conf.agile-france.org/temoignages)
22:38:11	5714/5714	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:09%20GMT	http://conf.agile-france.org/user/images/hortis2.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/hortis2.66.delayed	(from http://conf.agile-france.org/temoignages)
22:38:12	5713/5713	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:09%20GMT	http://conf.agile-france.org/user/images/operae.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/operae.67.delayed	(from http://conf.agile-france.org/temoignages)
22:38:12	5713/5713	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:10%20GMT	http://conf.agile-france.org/user/images/xebia2.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/xebia2.68.delayed	(from http://conf.agile-france.org/temoignages)
22:38:13	5714/5714	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:11%20GMT	http://conf.agile-france.org/user/images/valtech.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/valtech.69.delayed	(from http://conf.agile-france.org/temoignages)
22:38:14	5717/5717	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:11%20GMT	http://conf.agile-france.org/user/images/prologism2.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/prologism2.6a.delayed	(from http://conf.agile-france.org/temoignages)
22:38:15	5720/5720	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:12%20GMT	http://conf.agile-france.org/user/images/agilealliance.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/agilealliance.6b.delayed	(from http://conf.agile-france.org/temoignages)
22:38:15	5719/5719	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:13%20GMT	http://conf.agile-france.org/user/images/bkconsulting.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/bkconsulting.6c.delayed	(from http://conf.agile-france.org/temoignages)
22:38:16	5718/5718	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:13%20GMT	http://conf.agile-france.org/user/images/fastconnect.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/fastconnect.6d.delayed	(from http://conf.agile-france.org/temoignages)
22:38:16	5713/5713	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:14%20GMT	http://conf.agile-france.org/user/images/sfeir2.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/sfeir2.6e.delayed	(from http://conf.agile-france.org/temoignages)
22:38:17	5716/5716	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:15%20GMT	http://conf.agile-france.org/user/images/microsoft.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/microsoft.6f.delayed	(from http://conf.agile-france.org/temoignages)
22:38:18	5719/5719	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:15%20GMT	http://conf.agile-france.org/user/images/skillsmatter.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/skillsmatter.70.delayed	(from http://conf.agile-france.org/temoignages)
22:38:19	5706/5706	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:17%20GMT	http://conf.agile-france.org/user/sponsoring	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/sponsoring.71.delayed	(from http://conf.agile-france.org/temoignages)
22:38:20	5713/5713	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Jan%202013%2021:38:17%20GMT	http://conf.agile-france.org/user/images/orange.png	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/user/images/orange.72.delayed	(from http://conf.agile-france.org/temoignages)
22:38:21	8312/8312	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Jan%202013%2021:38:18%20GMT	http://conf.agile-france.org/index.php?option=com_content&task=view&id=48&Itemid=120	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/index4d7f.html	(from http://conf.agile-france.org/conferences-precedentes)
22:39:00	593641/593641	---M--	200	added ('OK')	image/jpeg	etag:%22129ed42-90ee9-45e4639020d00%22	http://conf.agile-france.org/images/xpday2007_19.jpg	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/images/xpday2007_19.jpg	(from http://conf.agile-france.org/)
22:39:07	657771/657771	---M--	200	added ('OK')	image/jpeg	etag:%22129ed44-a096b-45e4639b92800%22	http://conf.agile-france.org/images/xpday2007_20.jpg	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/images/xpday2007_20.jpg	(from http://conf.agile-france.org/)
22:39:12	832585/832585	---M--	200	added ('OK')	image/jpeg	etag:%22129ed40-cb449-45e46385a3440%22	http://conf.agile-france.org/images/xpday2007_17.jpg	C:/Mes%20Sites%20Web/conf-2009/conf.agile-france.org/images/xpday2007_17.jpg	(from http://conf.agile-france.org/)
